protein,condition,sample,cell,edge_margin_um,min_track_length,velocity_percentile,threshold_um_s,fast_fraction,fast_percent,n_links
Syx,500uM_H2O2_30min,2,1,0.3,5,99,44.05220706907267,0.0,0.0,6842
Syx,Ox_500uM_H2O2,2,1,0.3,5,99,44.05220706907267,0.0,0.0,15665
Syx,control,2,1,0.3,5,99,44.05220706907267,0.0,0.0,31356
Syx,500uM_H2O2_30min,2,2,0.3,5,99,44.05220706907267,0.0,0.0,5544
Syx,Ox_500uM_H2O2,2,2,0.3,5,99,44.05220706907267,0.0,0.0,9010
Syx,control,2,2,0.3,5,99,44.05220706907267,0.0,0.0,10633
Syx,500uM_H2O2_30min,2,3,0.3,5,99,44.05220706907267,0.0,0.0,17119
Syx,Ox_500uM_H2O2,2,3,0.3,5,99,44.05220706907267,0.0,0.0,15157
Syx,control,2,3,0.3,5,99,44.05220706907267,0.0,0.0,24260
Syx,500uM_H2O2_30min,3,1,0.3,5,99,44.05220706907267,0.012080926380206273,1.2080926380206274,37911
Syx,Ox_500uM_H2O2,3,1,0.3,5,99,44.05220706907267,0.009822838098579197,0.9822838098579197,39907
Syx,control,3,1,0.3,5,99,44.05220706907267,0.010076418475688104,1.0076418475688103,14787
Syx,500uM_H2O2_30min,3,2,0.3,5,99,44.05220706907267,0.0,0.0,7610
Syx,Ox_500uM_H2O2,3,2,0.3,5,99,44.05220706907267,0.0,0.0,8906
Syx,control,3,2,0.3,5,99,44.05220706907267,0.007577503745534171,0.7577503745534171,34708
Syx,500uM_H2O2_30min,3,3,0.3,5,99,44.05220706907267,0.008541062801932366,0.8541062801932366,25875
Syx,Ox_500uM_H2O2,3,3,0.3,5,99,44.05220706907267,0.010728402032749858,1.0728402032749857,8855
Syx,control,3,3,0.3,5,99,44.05220706907267,0.01113881961762261,1.113881961762261,18045
SNAP25,500uM_H2O2_30min,1,1,0.3,10,90,21.603786788703133,0.08834267496271919,8.83426749627192,38894
SNAP25,Ox_500uM_H2O2,1,1,0.3,10,90,21.603786788703133,0.08886240233081712,8.886240233081711,45306
SNAP25,control,1,1,0.3,10,90,21.603786788703133,0.07318127495105144,7.318127495105144,39327
SNAP25,500uM_H2O2_30min,1,2,0.3,10,90,21.603786788703133,0.18578300374131482,18.57830037413148,9355
SNAP25,Ox_500uM_H2O2,1,2,0.3,10,90,21.603786788703133,0.10269496483475446,10.269496483475447,16067
SNAP25,control,1,2,0.3,10,90,21.603786788703133,0.09651376146788991,9.65137614678899,27250
SNAP25,500uM_H2O2_30min,1,3,0.3,10,90,21.603786788703133,0.07864523536165327,7.864523536165327,22646
SNAP25,Ox_500uM_H2O2,1,3,0.3,10,90,21.603786788703133,0.06178006450622024,6.178006450622024,26044
SNAP25,control,1,3,0.3,10,90,21.603786788703133,0.07594803739626738,7.594803739626737,28559
SNAP25,500uM_H2O2_30min,2,1,0.3,10,90,21.603786788703133,0.12846786162803972,12.846786162803973,35036
SNAP25,Ox_500uM_H2O2,2,1,0.3,10,90,21.603786788703133,0.12063376654851707,12.063376654851707,66018
SNAP25,control,2,1,0.3,10,90,21.603786788703133,0.10316139767054909,10.316139767054908,64307
SNAP25,500uM_H2O2_30min,2,2,0.3,10,90,21.603786788703133,0.18356494061020107,18.356494061020108,25762
SNAP25,Ox_500uM_H2O2,2,2,0.3,10,90,21.603786788703133,0.15394721127433417,15.394721127433417,33492
SNAP25,control,2,2,0.3,10,90,21.603786788703133,0.1261839503174548,12.61839503174548,28823
SNAP25,500uM_H2O2_30min,2,3,0.3,10,90,21.603786788703133,0.15063594345669848,15.063594345669848,29641
